,Symbol,Company Name,Industry,Market Cap
2431,HOFV,hall-of-fame-resort-&-entertainment-,Entertainment,22394496
2432,HOG,harley-davidson,Recreational Vehicles,4761641300
2433,HOLI,hollysys-automation-technologies,Electrical Equipment & Parts,1568539908
2434,HOLO,microcloud-hologram,Electronic Components,10228461
2435,HOLX,hologic,Medical Instruments & Supplies,17003189240
2436,HOMB,"home-bancshares,-inc-(conway,-ar)",Banks - Regional,4677418460
2437,HON,honeywell,Conglomerates,129285713610
2438,HONE,harborone-bancorp,Banks - Regional,492909513
2439,HOOD,robinhood-markets,Software - Infrastructure,9434770844
2440,HOOK,hookipa-pharma,Biotechnology,55454408
2441,HOPE,hope-bancorp,Banks - Regional,1310378280
2442,HOTH,hoth-rapeutics,Biotechnology,5606908
2443,HOUR,hour-loop,Internet Retail,45606037
2444,HOUS,anywhere-real-estate,Real Estate Services,806562400
2445,HOV,hovnanian-enterprises,Residential Construction,1056545914
2446,HOVR,new-horizon-aircraft,Shell Companies,126069368
2447,HOWL,werewolf-rapeutics,Biotechnology,195800343
2448,HP,helmerich-&-payne,Oil & Gas Drilling,3738610278
2449,HPCO,hempacco-co,Drug Manufacturers - Specialty & Generic,9831990
2450,HPE,hewlett-packard-enterprise-,Communication Equipment,20033000000
2451,HPK,highpeak-energy,Oil & Gas E&P,1616820377
2452,HPP,hudson-pacific-properties,REIT - Office,1126094620
2453,HPQ,hp,Computer Hardware,28419069360
2454,HQI,hirequest,Staffing & Employment Services,180561000
2455,HQY,healquity,Health Information Services,6634999372
2456,HR,healthcare-realty-trust,REIT - Healthcare Facilities,6128262660
2457,HRB,h&r-block,Personal Services,6704305980
2458,HRI,herc-holdings,Rental & Leasing Services,4350399030
2459,HRL,hormel-foods,Packaged Foods,16733304000
2460,HRMY,harmony-biosciences-holdings,Biotechnology,1825686123
2461,HROW,harrow-health,Drug Manufacturers - Specialty & Generic,332564619
2462,HRT,hireright-holdings,Staffing & Employment Services,858546839
2463,HRTG,heritage-insurance-holdings,Insurance - Property & Casualty,176495051
2464,HRTX,heron-rapeutics,Biotechnology,358674470
2465,HRYU,hanryu-holdings,Internet Content & Information,26393738
2466,HRZN,horizon-technology-finance,Asset Management,445962090
2467,HSAI,hesai-group,Auto Parts,755533998
2468,HSBC,hsbc-holdings,Banks - Diversified,151477825000
2469,HSCS,heart-test-laboratories,Medical Devices,8453982
2470,HSDT,helius-medical-technologies,Medical Devices,4915234
2471,HSHP,himalaya-shipping,Marine Shipping,297830400
2472,HSIC,henry-schein,Medical Distribution,9893479244
2473,HSII,heidrick-&-struggles-international,Staffing & Employment Services,618355206
2474,HSON,hudson-global,Staffing & Employment Services,40677184
2475,HSPO,horizon-space-acquisition-i,Shell Companies,99337939
2476,HST,host-hotels-and-resorts,REIT - Hotel & Motel,13692532170
2477,HSTM,healthstream,Health Information Services,800440479
2478,HSY,hershey-company,Confectioners,40427276855
2479,HTBI,hometrust-bancshares,Banks - Regional,462844602
2480,HTBK,heritage-commerce,Banks - Regional,521582204
2481,HTCR,heartcore-enterprises,Software - Application,10838199
2482,HTGC,hercules-capital,Asset Management,2611681920
2483,HTH,hilltop-holdings,Banks - Regional,2016485350
2484,HTHT,h-world-group,Lodging,10682524726
2485,HTLD,heartland-express,Trucking,1021815231
2486,HTLF,heartland-financial-usa,Banks - Regional,1461159800
2487,HTOO,fusion-fuel-green,Utilities - Renewable,15963330
2488,HTZ,hertz-global-holdings,Rental & Leasing Services,2677970908
2489,HUBB,hubbell,Electrical Equipment & Parts,18983796660
2490,HUBC,hub-cyber-security-(israel),Software - Application,16776931
2491,HUBG,hub-group,Integrated Freight & Logistics,2766102126
2492,HUBS,hubspot,Software - Application,30821894895
2493,HUDA,hudson-acquisition-i,Shell Companies,94727406
2494,HUDI,huadi-international-group-co,Steel,38161056
2495,HUGE,fsd-pharma,Drug Manufacturers - Specialty & Generic,31922768
2496,HUIZ,huize-holding,Insurance Brokers,32100936
2497,HUM,humana,Healthcare Plans,46643064570
2498,HUMA,humacyte,Biotechnology,341797500
2499,HUN,huntsman,Chemicals,4209031050
2500,HURC,hurco-companies,Specialty Industrial Machinery,163188103
2501,HURN,huron-consulting-group,Consulting Services,1932908490
2502,HUSA,houston-american-energy,Oil & Gas E&P,16904920
2503,HUT,hut-8-mining,Capital Markets,647650640
2504,HUYA,huya-inc,Entertainment,761382400
2505,HVT,haverty-furniture-companies,Home Improvement Retail,554921445
2506,HVT.A,haverty-furniture-companies,Home Improvement Retail,560957110
2507,HWBK,hawthorn-bancshares,Banks - Regional,176968505
2508,HWC,hancock-whitney,Banks - Regional,3714839744
2509,HWH,hwh-international,Leisure,19300000
2510,HWKN,hawkins,Specialty Chemicals,1281132246
2511,HWM,howmet-aerospace,Specialty Industrial Machinery,23765863680
2512,HXL,hexcel,Aerospace & Defense,5796950796
2513,HY,hyster-yale-materials-handling,Farm & Heavy Construction Machinery,1171053699
2514,HYAC,haymaker-acquisition-corp-iii,Shell Companies,112404105
2515,HYFM,hydrofarm-holdings-group,Farm & Heavy Construction Machinery,44844408
2516,HYLN,hyliion-holdings,Auto Parts,191928450
2517,HYMC,hycroft-mining-holding,Gold,402544726
2518,HYPR,hyperfine,Medical Devices,76611574
2519,HYW,hywin-holdings,Asset Management,33880001
2520,HYZN,hyzon-motors,Auto Manufacturers,189117816
2521,HZO,marinemax,Specialty Retail,692402580
2522,IAC,iac-inc,Internet Content & Information,4403288507
2523,IAG,iamgold,Gold,1188811000
2524,IART,integra-lifesciences-holdings,Medical Devices,3140321886
2525,IAS,integral-ad-science-holding,Advertising Agencies,2454969330
2526,IAUX,i-80-gold,Gold,497517269
2527,IBCP,independent-bank,Banks - Regional,517256246
2528,IBEX,ibex-limited,Information Technology Services,317696148
2529,IBIO,"ibio,-inc",Biotechnology,1545403
2530,IBKR,interactive-brokers-group,Capital Markets,40469941157
2531,IBM,ibm,Information Technology Services,169648379010
2532,IBN,icici-bank,Banks - Regional,86301227213
2533,IBOC,international-bancshares,Banks - Regional,3312682730
2534,IBP,installed-building-products,Building Products & Equipment,5734092744
2535,IBRX,immunitybio,Biotechnology,2764298700
2536,IBTX,independent-bank-group,Banks - Regional,1880390545
2537,ICAD,"icad,-inc",Medical Devices,36366726
2538,ICCC,immucell,Biotechnology,40498244
2539,ICCH,icc-holdings,Insurance - Specialty,49291720
2540,ICCM,icecure-medical,Medical Devices,52354234
2541,ICCT,icoreconnect,Health Information Services,16112646
2542,ICD,independence-contract-drilling,Oil & Gas Drilling,29014688
2543,ICE,intercontinental-exchange,Financial Data & Stock Exchanges,72110737670
2544,ICFI,icf-international,Consulting Services,2656946280
2545,ICG,intchains-group,Semiconductors,567725015
2546,ICHR,ichor-holdings,Semiconductor Equipment & Materials,1108213600
2547,ICL,icl-group,Agricultural Inputs,5918667300
2548,ICLK,iclick-interactive-asia-group,Advertising Agencies,37554870
2549,ICLR,icon-plc,Diagnostics & Research,21446183500
2550,ICMB,investcorp-credit-management-bdc,Asset Management,49378825
2551,ICU,seastar-medical-holding,Biotechnology,52770123
2552,ICUI,icu-medical,Medical Instruments & Supplies,2197714704
2553,ICVX,icosavax,Biotechnology,763376172
2554,IDA,idacorp,Utilities - Regulated Electric,4665202984
2555,IDAI,t-stamp,Software - Application,11707177
2556,IDCC,interdigital,Telecom Services,2690868008
2557,IDEX,ideanomics,Farm & Heavy Construction Machinery,11491543
2558,IDN,intellicheck,Software - Application,33676482
2559,IDR,idaho-strategic-resources,Gold,77828775
2560,IDT,idt-corporation,Telecom Services,896210064
2561,IDXX,idexx-laboratories,Diagnostics & Research,43779873138
2562,IDYA,ideaya-biosciences,Biotechnology,3266894917
2563,IE,ivanhoe-electric,Software - Application,1008314007
2564,IEP,icahn-enterprises-lp,Conglomerates,7554667170
2565,IESC,ies-holdings,Engineering & Construction,1739212560
2566,IEX,idex,Specialty Industrial Machinery,16692060360
2567,IFBD,infobird,Software - Application,5973577
2568,IFF,iff,Specialty Chemicals,20746524330
2569,IFIN,infint-acquisition,Shell Companies,150291116
2570,IFRX,inflarx,Biotechnology,95390946
2571,IFS,intercorp-financial-services,Banks - Regional,2741890000
2572,IGC,igc-pharma,Conglomerates,17845632
2573,IGIC,international-general-insurance-holdings,Insurance - Diversified,623245842
2574,IGMS,igm-biosciences,Biotechnology,670948186
2575,IGT,international-game-technology,Gambling,5230575380
2576,IGTA,inception-growth-acquisition,Shell Companies,60354612
2577,IH,ihuman,Education & Training Services,118137139
2578,IHG,intercontinental-hotels-group,Lodging,15711999830
2579,IHRT,iheartmedia,Broadcasting,358832100
2580,IHS,ihs-holding,Telecom Services,1026234440
2581,IHT,innsuites-hospitality-trust,REIT - Hotel & Motel,17172365
2582,III,information-services-group,Information Technology Services,218464992
2583,IIIN,insteel-industries,Metal Fabrication,678356704
2584,IIIV,i3-verticals,Software - Infrastructure,642081821
2585,IINN,inspira-technologies-oxy-bhn,Medical Devices,13617240
2586,IIPR,innovative-industrial-properties,REIT - Industrial,2645555130
2587,IKNA,ikena-oncology,Biotechnology,65631016
2588,IKT,inhibikase-rapeutics,Biotechnology,15744414
2589,ILAG,intelligent-living-application-group,Building Products & Equipment,7041594
2590,ILMN,illumina,Diagnostics & Research,22900548000
2591,ILPT,industrial-logistics-properties-trust,REIT - Industrial,267325828
2592,IMAB,i-mab,Biotechnology,148721933
2593,IMAQ,international-media-acquisition,Shell Companies,96361404
2594,IMAX,imax-corporation,Entertainment,753577980
2595,IMCC,im-cannabis,Drug Manufacturers - Specialty & Generic,3281555
2596,IMCR,immunocore-holdings,Biotechnology,3645576997
2597,IMGN,immunogen,Biotechnology,8173898040
2598,IMKTA,ingles-markets,Grocery Stores,1547382331
2599,IMMP,immutep,Biotechnology,261807133
2600,IMMR,immersion,Software - Application,220651200
2601,IMMX,immix-biopharma,Biotechnology,73924905
2602,IMNM,immunome,Biotechnology,696068442
2603,IMNN,imunon,Biotechnology,5169610
2604,IMO,imperial-oil,Oil & Gas Integrated,30247998198
2605,IMOS,chipmos-technologies-inc,Semiconductors,963593000
2606,IMPP,imperial-petroleum,Oil & Gas E&P,52030950
2607,IMRN,immuron,Biotechnology,10707128
2608,IMRX,immuneering,Biotechnology,165370415
2609,IMTE,integrated-media-technology,Electronic Components,5285310
2610,IMTX,immatics,Biotechnology,1135559490
2611,IMUX,immunic,Biotechnology,109713380
2612,IMVT,immunovant,Biotechnology,5053043660
2613,IMXI,international-money-express,Software - Infrastructure,728371630
2614,INAB,in8bio,Biotechnology,56706363
2615,INAQ,insight-acquisition,Shell Companies,75330114
2616,INBK,first-internet-bancorp,Banks - Regional,260779524
2617,INBS,intelligent-bio-solutions,Diagnostics & Research,8890609
2618,INBX,inhibrx,Biotechnology,1765781787
2619,INCR,intercure,Drug Manufacturers - Specialty & Generic,54687240
2620,INCY,incyte,Biotechnology,13076760150
2621,INDB,independent-bank,Banks - Regional,2440253153
2622,INDI,indie-semiconductor,Semiconductor Equipment & Materials,1094411634
2623,INDO,indonesia-energy-corporation,Oil & Gas E&P,25356750
2624,INDP,indaptus-rapeutics,Biotechnology,14281785
2625,INDV,indivior,Drug Manufacturers - Specialty & Generic,2801541120
2626,INFA,informatica,Software - Infrastructure,10390468989
2627,INFN,infinera,Communication Equipment,1175466320
2628,INFU,infusystem-holdings,Medical Instruments & Supplies,202302425
2629,INFY,infosys,Information Technology Services,84232720000
2630,ING,ing-groep,Banks - Diversified,44565402200
2631,INGN,inogen,Medical Devices,155229948
2632,INGR,ingredion,Packaged Foods,7250709850
2633,INHD,inno-holdings,Steel,23864455
2634,INKT,mink-rapeutics,Biotechnology,31033066
2635,INLX,intellinetics,Software - Application,25257312
2636,INM,inmed-pharmaceuticals,Biotechnology,1901248
2637,INMB,inmune-bio,Biotechnology,199680436
2638,INMD,inmode,Medical Devices,1997558400
2639,INN,summit-hotel-properties,REIT - Hotel & Motel,798179287
2640,INNV,innovage-holding,Medical Care Facilities,766391400
2641,INO,inovio-pharmaceuticals,Biotechnology,114654456
2642,INOD,innodata,Information Technology Services,307765840
2643,INPX,inpixon,Software - Application,10375513
2644,INSE,inspired-entertainment,Gambling,240979890
2645,INSG,inseego,Communication Equipment,27268456
2646,INSM,insmed,Biotechnology,4031487160
2647,INSP,inspire-medical-systems,Medical Devices,6437161326
2648,INST,instructure-holdings,Software - Application,3568203360
2649,INSW,international-seaways,Oil & Gas Midstream,2530551660
2650,INTA,intapp,Software - Application,3140780022
2651,INTC,intel,Semiconductors,180112800000
2652,INTE,integral-acquisition-corporation-1,Shell Companies,74709033
2653,INTG,-intergroup-corporation,Lodging,49917804
2654,INTR,inter-&-co,Banks - Regional,2083347085
2655,INTS,intensity-rapeutics,Biotechnology,64982447
2656,INTT,intest,Semiconductor Equipment & Materials,142895275
2657,INTU,intuit,Software - Application,179041466880
2658,INTZ,intrusion,Software - Infrastructure,7921128
2659,INUV,inuvo,Advertising Agencies,55606746
2660,INVA,innoviva,Biotechnology,1018978514
2661,INVE,identiv,Computer Hardware,178906368
2662,INVH,invitation-homes,REIT - Residential,20206853160
2663,INVO,invo-bioscience,Medical Devices,2378244
2664,INVZ,innoviz-technologies,Auto Parts,273717400
2665,INZY,inozyme-pharma,Biotechnology,327949317
2666,IOBT,io-biotech,Biotechnology,120232668
2667,IONM,assure-holdings,Medical Care Facilities,1747991
2668,IONQ,"ionq,-inc",Computer Hardware,2102320350
2669,IONR,ioneer,Other Industrial Metals & Mining,171436966
2670,IONS,ionis-pharmaceuticals,Biotechnology,7137732000
2671,IOR,income-opportunity-realty-investors,Mortgage Finance,58358143
2672,IOSP,innospec,Specialty Chemicals,2893135830
2673,IOT,samsara,Software - Infrastructure,17566980777
2674,IOVA,iovance-biorapeutics,Biotechnology,2021752200
2675,IP,international-paper,Packaging & Containers,11577728820
2676,IPA,immunoprecise-antibodies,Biotechnology,49472687
2677,IPAR,inter-parfums,Household & Personal Products,4614829440
2678,IPDN,professional-diversity-network,Staffing & Employment Services,25683560
2679,IPG,ipg,Advertising Agencies,12669772320
2680,IPGP,ipg-photonics,Semiconductor Equipment & Materials,4635943000
2681,IPHA,innate-pharma,Biotechnology,208743618
2682,IPI,intrepid-potash,Agricultural Inputs,241292044
2683,IPSC,century-rapeutics,Biotechnology,238741650
2684,IPW,ipower,Internet Retail,16043012
2685,IPWR,ideal-power,Electrical Equipment & Parts,44887393
2686,IPX,iperionx,Other Industrial Metals & Mining,257392800
2687,IPXX,inflection-point-acquisition-corp-ii,Shell Companies,325000000
2688,IQ,iqiyi,Entertainment,3137727418
2689,IQV,iqvia-holdings,Diagnostics & Research,38461875000
2690,IR,ingersoll-rand,Specialty Industrial Machinery,33897700110
2691,IRAA,iris-acquisition,Shell Companies,75331149
2692,IRBT,irobot,"Furnishings, Fixtures & Appliances",362531456
2693,IRDM,iridium-communications,Telecom Services,4371940300
2694,IREN,iris-energy,Capital Markets,254272616
2695,IRIX,iridex,Medical Devices,44356494
2696,IRM,iron-mountain,REIT - Specialty,20182348800
2697,IRMD,iradimed,Medical Devices,562966096
2698,IROH,iron-horse-acquisitions,Shell Companies,91231800
2699,IRON,disc-medicine,Biotechnology,1629477000
2700,IROQ,if-bancorp,Banks - Regional,57028710
2701,IRRX,integrated-rail-and-resources-acquisition,Shell Companies,135610835
2702,IRS,irsa-inversiones-y-representaciones,Conglomerates,973099309
2703,IRT,independence-realty-trust,REIT - Residential,3553966157
2704,IRTC,irhythm-technologies,Medical Devices,3674724412
2705,IRWD,ironwood-pharmaceuticals,Drug Manufacturers - Specialty & Generic,2277922110
2706,ISDR,issuer-direct,Software - Application,58127663
2707,ISPC,ispecimen,Diagnostics & Research,4178503
2708,ISPO,inspirato,Leisure,26687037
2709,ISPR,ispire-technology,Tobacco,522610393
2710,ISRG,intuitive-surgical,Medical Instruments & Supplies,135114671440
2711,ISRL,israel-acquisitions,Shell Companies,213640992
2712,ISSC,innovative-solutions-and-support,Aerospace & Defense,142997400
2713,ISTR,investar-holding,Banks - Regional,173019462
2714,ISUN,"isun,-inc",Solar,10596851
2715,IT,gartner,Information Technology Services,36627267654
2716,ITCI,intra-cellular-rapies,Drug Manufacturers - Specialty & Generic,6472012225
2717,ITGR,integer-holdings,Medical Devices,3462977397
2718,ITI,iteris,Communication Equipment,213685772
2719,ITIC,investors-title-,Insurance - Specialty,317246036
2720,ITOS,iteos-rapeutics,Biotechnology,356418600
2721,ITP,it-tech-packaging,Paper & Paper Products,2214498
2722,ITRG,integra-resources,Other Precious Metals & Mining,59416882
2723,ITRI,itron,Scientific & Technical Instruments,3339626448
2724,ITRM,iterum-rapeutics,Biotechnology,21067045
2725,ITRN,ituran-location-and-control,Communication Equipment,516788347
2726,ITT,itt-inc,Specialty Industrial Machinery,10378261000
2727,ITUB,itaú-unibanco-holding,Banks - Regional,60311578953
2728,ITW,illinois-tool-works,Specialty Industrial Machinery,77044873257
2729,IVA,inventiva,Biotechnology,192828460
2730,IVAC,intevac,Aerospace & Defense,105757735
2731,IVCA,investcorp-india-acquisition,Shell Companies,180140413
2732,IVCB,investcorp-europe-acquisition-corp-i,Shell Companies,306976733
2733,IVCP,swiftmerge-acquisition,Shell Companies,86354853
2734,IVDA,iveda-solutions,Security & Protection Services,9135993
2735,IVP,inspire-veterinary-partners,Personal Services,1342460
2736,IVR,invesco-mortgage-capital,REIT - Mortgage,432268552
2737,IVT,inventrust-properties,REIT - Retail,1684230622
2738,IVVD,invivyd,Biotechnology,517540500
2739,IVZ,invesco,Asset Management,7116439820
2740,IX,orix-corporation,Credit Services,21943531839
2741,IXAQ,ix-acquisition,Shell Companies,96364163
2742,IXHL,incannex-healthcare,Drug Manufacturers - Specialty & Generic,51101780
2743,IZEA,izea-worldwide,Internet Content & Information,31681110
2744,IZM,iczoom-group,Electronics & Computer Distribution,83953412
2745,J,jacobs-engineering,Engineering & Construction,17469502800
2746,JACK,jack-in--box,Restaurants,1543837474
2747,JAGX,jaguar-health,Biotechnology,4913142
2748,JAKK,jakks-pacific,Leisure,318819945
2749,JAMF,jamf-holding,Software - Application,2390124000
2750,JAN,janone,Waste Management,2892789
2751,JANX,janux-rapeutics,Biotechnology,384121088
2752,JAZZ,jazz-pharmaceuticals,Biotechnology,7737403010
2753,JBGS,jbg-smith-properties,REIT - Office,1538859216
2754,JBHT,jb-hunt,Integrated Freight & Logistics,21504284070
2755,JBI,janus-international-group,Building Products & Equipment,2159839880
2756,JBL,jabil,Electronic Components,16736586120
2757,JBLU,jetblue-airways,Airlines,1913078860
2758,JBSS,sanfilippo-(john-b)-&-son,Packaged Foods,1215365215
2759,JBT,john-bean-technologies,Specialty Industrial Machinery,3181959678
2760,JCI,johnson-controls,Building Products & Equipment,37106422650
2761,JCSE,je-cleantech-holdings,Specialty Industrial Machinery,9471612
2762,JCTCF,jewett-cameron-trading-,Lumber & Wood Production,19031064
2763,JD,jd,Internet Retail,29680041600
2764,JEF,jefferies-financial-group,Capital Markets,8608880940
2765,JELD,jeld-wen-holding,Building Products & Equipment,1619086900
2766,JEWL,adamas-one,Luxury Goods,12577231
2767,JFBR,jeffs'-brands,Internet Retail,3816067
2768,JFIN,jiayin-group,Internet Content & Information,282420658
2769,JFU,9f-inc,Information Technology Services,27667330
2770,JG,aurora-mobile,Software - Infrastructure,23620656
2771,JHG,janus-henderson-group,Asset Management,4982992640
2772,JHX,james-hardie-industries,Building Materials,16919920189
2773,JILL,jjill,Apparel Retail,252662341
2774,JJSF,j&j-snack-foods,Packaged Foods,3099720360
2775,JKHY,jack-henry-amd-associates,Information Technology Services,12063263048
2776,JKS,jinkosolar-holding-co,Solar,1307668676
2777,JL,j-long-group,Textile Manufacturing,398780000
2778,JLL,jones-lang-lasalle,Real Estate Services,8365694465
2779,JMIA,jumia-technologies-ag,Internet Retail,322978323
2780,JMSB,john-marshall-bancorp,Banks - Regional,249013600
2781,JNJ,johnson-and-johnson,Drug Manufacturers - General,377004120800
2782,JNPR,juniper-networks,Communication Equipment,11830847680
2783,JNVR,janover,Software - Infrastructure,13193492
2784,JOAN,joann,Specialty Retail,20360704
2785,JOB,gee-group,Staffing & Employment Services,50073228
2786,JOBY,joby-aviation,Airports & Air Services,3982944680
2787,JOE,-st-joe-,Real Estate - Diversified,3289845920
2788,JOUT,johnson-outdoors,Leisure,451836355
2789,JPM,jp-morgan-chase,Banks - Diversified,505146177300
2790,JRSH,jerash-holdings-(us),Apparel Manufacturing,38359776
2791,JRVR,james-river-group-holdings,Insurance - Specialty,347037112
2792,JSPR,jasper-rapeutics,Biotechnology,134224725
2793,JT,jianpu-technology,Credit Services,10698819
2794,JTAI,jetai,Software - Application,8415534
2795,JVA,coffee-holding-co,Packaged Foods,6165288
2796,JVSA,jvspac-acquisition,Shell Companies,81278438
2797,JWEL,jowell-global,Internet Retail,4058168
2798,JWN,nordstrom,Department Stores,2941473815
2799,JWSM,jaws-mustang-acquisition,Shell Companies,306365823
2800,JXJT,jx-luxventure,Apparel Manufacturing,7275828
2801,JXN,jackson-financial,Insurance - Life,3937752961
2802,JYD,jayud-global-logistics,Integrated Freight & Logistics,25122683
2803,JYNT,-joint,Medical Care Facilities,146067570
2804,JZ,jianzhi-education-technology-group-,Education & Training Services,38149650
2805,JZXN,jiuzi-holdings,Auto & Truck Dealerships,80037360
2806,K,kellogg-company,Packaged Foods,18859151200
2807,KA,kineta,Biotechnology,26919424
2808,KACL,kairous-acquisition-corp,Shell Companies,51545844
2809,KAI,kadant,Specialty Industrial Machinery,3454999352
2810,KALA,kala-pharmaceuticals,Drug Manufacturers - Specialty & Generic,18744115
2811,KALU,kaiser-aluminum,Aluminum,1051512070
2812,KALV,kalvista-pharmaceuticals,Biotechnology,525983414
2813,KAMN,kaman,Aerospace & Defense,1274686725
2814,KAR,openlane,Auto & Truck Dealerships,1540336680
2815,KARO,karooooo,Software - Application,781515275
2816,KAVL,kaival-brands-innovations-group,Tobacco,7751630
2817,KB,kb-financial-group,Banks - Regional,17354397500
2818,KBH,kb-home,Residential Construction,4545950640
2819,KBR,"kbr,-inc",Engineering & Construction,7153861960
2820,KC,kingsoft-cloud-holdings,Software - Application,647054624
2821,KCGI,kensington-capital-acquisition-v,Shell Companies,123181010
2822,KD,kyndryl-holdings,Information Technology Services,4794460000
2823,KDP,keurig-dr-pepper,Beverages - Non-Alcoholic,44257461000
2824,KE,kimball-electronics,Electrical Equipment & Parts,593797890
2825,KELYA,kelly-services,Staffing & Employment Services,725884818
2826,KELYB,kelly-services,Staffing & Employment Services,723771615
2827,KEN,kenon-holdings,Utilities - Independent Power Producers,1309633920
2828,KEP,korea-electric-power,Utilities - Regulated Electric,9783546478
2829,KEQU,kewaunee-scientific,"Furnishings, Fixtures & Appliances",86876000
2830,KERN,akerna,Health Information Services,2789891
2831,KEX,kirby,Marine Shipping,4950216000
2832,KEY,keycorp,Banks - Regional,13454056200
2833,KEYS,keysight-technologies,Scientific & Technical Instruments,28456199100
2834,KFFB,kentucky-first-federal-bancorp,Banks - Regional,31376435
2835,KFRC,kforce,Staffing & Employment Services,1352701140
2836,KFS,kingsway-financial-services,Auto & Truck Dealerships,249531030
2837,KFY,korn-ferry,Staffing & Employment Services,3127246272
2838,KGC,kinross-gold,Gold,6752349824
2839,KGEI,kolibri-global-energy,Oil & Gas E&P,113289408
2840,KGS,kodiak-gas-services,Oil & Gas Equipment & Services,1777104000
2841,KHC,-kraft-heinz-,Packaged Foods,46179231000
2842,KIDS,orthopediatrics,Medical Devices,612604273
2843,KIM,kimco-realty,REIT - Retail,13602813320
2844,KIND,nextdoor-holdings,Internet Content & Information,631609640
2845,KINS,kingstone-companies,Insurance - Property & Casualty,34214574
2846,KIQ,kelso-technologies,Railroads,9185529
2847,KIRK,kirkland's,Specialty Retail,39804996
2848,KITT,nauticus-robotics,Aerospace & Defense,21165143
2849,KKR,kkr-&-co,Asset Management,79226005680
2850,KLAC,kla,Semiconductor Equipment & Materials,81724610880
2851,KLG,wk-kellogg-co,Packaged Foods,1124339022
2852,KLIC,kulicke-and-soffa-industries,Semiconductor Equipment & Materials,2603693498
2853,KLTR,kaltura,Software - Infrastructure,236148020
2854,KLXE,klx-energy-services-holdings,Oil & Gas Equipment & Services,150291784
2855,KMB,kimberly-clark,Household & Personal Products,41316666660
2856,KMDA,kamada,Drug Manufacturers - Specialty & Generic,328753568
2857,KMI,kinder-morgan,Oil & Gas Midstream,37698177843
2858,KMPR,kemper,Insurance - Property & Casualty,3674113443
2859,KMT,kennametal,Tools & Accessories,1993266632
2860,KMX,carmax,Auto & Truck Dealerships,11495069590
2861,KN,knowles,Communication Equipment,1478411298
2862,KNDI,kandi-technologies-group,Auto Parts,234561104
2863,KNF,knife-river,Building Materials,3903068766
2864,KNOP,knot-offshore-partners-lp,Marine Shipping,193716619
2865,KNSA,kiniksa-pharmaceuticals,Biotechnology,1292818873
2866,KNSL,kinsale-capital-group,Insurance - Property & Casualty,9170217420
2867,KNTE,kinnate-biopharma,Biotechnology,113541607
2868,KNTK,kinetik-holdings,Oil & Gas Midstream,1852781425
2869,KNW,know-labs,Scientific & Technical Instruments,41258945
2870,KNX,knight-swift-transportation-holdings,Trucking,9580477530
2871,KO,coca-cola,Beverages - Non-Alcoholic,261739241400
2872,KOD,kodiak-sciences,Biotechnology,211463369
2873,KODK,eastman-kodak-,Specialty Business Services,273662320
2874,KOF,coca-cola-femsa,Beverages - Non-Alcoholic,21510399189
2875,KOP,koppers-holdings,Specialty Chemicals,1071764957
2876,KOPN,kopin,Electronic Components,267810660
2877,KORE,kore-group-holdings,Telecom Services,78261380
2878,KOS,kosmos-energy,Oil & Gas E&P,2664152607
2879,KOSS,koss-corporation,Consumer Electronics,25857440
2880,KPLT,katapult-holdings,Software - Infrastructure,47481302
2881,KPRX,kiora-pharmaceuticals,Biotechnology,6136014
2882,KPTI,karyopharm-rapeutics,Biotechnology,119115360
2883,KR,kroger,Grocery Stores,33194176113
2884,KRC,kilroy-realty,REIT - Office,4089331200
2885,KREF,kkr-real-estate-finance-trust,REIT - Mortgage,828994244
2886,KRG,kite-realty-group-trust,REIT - Retail,4714626630
2887,KRKR,36kr-holdings,Internet Content & Information,19370750
2888,KRMD,koru-medical-systems,Medical Instruments & Supplies,97732516
2889,KRNL,kernel-group-holdings,Shell Companies,149377293
2890,KRNT,kornit-digital,Specialty Industrial Machinery,872520940
2891,KRNY,kearny-financial,Banks - Regional,466617693
2892,KRO,kronos-worldwide,Specialty Chemicals,1073201910
2893,KRON,kronos-bio,Biotechnology,62981820
2894,KROS,keros-rapeutics,Biotechnology,1774017388
2895,KRP,"kimbell-royalty-partners,-lp",Oil & Gas E&P,2800169774
2896,KRRO,korro-bio,Biotechnology,427410324
2897,KRT,karat-packaging,Packaging & Containers,495316764
2898,KRTX,karuna-rapeutics,Biotechnology,11931936768
2899,KRUS,kura-sushi-usa,Restaurants,1091751376
2900,KRYS,krystal-biotech,Biotechnology,3153464340
2901,KSCP,knightscope,Security & Protection Services,48307605
2902,KSPI,joint-stock--kaspikz,Software - Application,17431633547
2903,KSS,kohl's,Department Stores,2922796800
2904,KT,kt-corporation,Telecom Services,6547007060
2905,KTB,kontoor-brands,Apparel Manufacturing,3277552868
2906,KTCC,key-tronic,Computer Hardware,47352360
2907,KTOS,kratos-defense-&-security-solutions,Aerospace & Defense,2197120560
2908,KTRA,kintara-rapeutics,Biotechnology,423137
2909,KTTA,pasia-rapeutics,Biotechnology,6771902
2910,KUKE,kuke-music-holding,Entertainment,41085292
2911,KULR,kulr-technology-group,Electronic Components,22690789
2912,KURA,kura-oncology,Biotechnology,1569369473
2913,KVAC,keen-vision-acquisition,Shell Companies,201213779
2914,KVHI,kvh-industries,Communication Equipment,93739624
2915,KVUE,kenvue,Household & Personal Products,39887570405
